Ngày,Mã hóa đơn,Mã khách hàng,Mã cửa hàng,Mã sản phẩm,Danh mục,Số lượng,Đơn giá,Giá vốn,Doanh thu,Tồn kho,Mã khuyến mãi,Loại khuyến mãi,Giảm giá,Ngày bắt đầu khuyến mãi,Ngày kết thúc khuyến mãi
2026-05-23 11:23:00,HD0029266,KHACH_LE,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,44500,539,,,,,
2026-05-23 09:01:00,HD0029267,KH01038,CH01,SP014,Bánh kẹo,4,33000,24236,127834,197,,,,,
2026-05-23 09:01:00,HD0029267,KH01038,CH01,SP039,Đồ gia dụng,4,68500,43064,265351,190,,,,,
2026-05-23 16:23:00,HD0029268,KH00125,CH02,SP038,Đồ gia dụng,1,74500,55041,73152,238,,,,,
2026-05-23 13:13:00,HD0029269,KH02105,CH01,SP058,Mẹ & bé,1,123000,92733,131249,324,,,,,
2026-05-23 19:01:00,HD0029270,KH00187,CH01,SP035,Hóa mỹ phẩm,2,58000,32258,47480,231,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-23 19:01:00,HD0029270,KH00187,CH01,SP001,Đồ uống,4,28500,22599,93322,120,,,,,
2026-05-23 15:46:00,HD0029271,KH00055,CH02,SP069,Chăm sóc cá nhân,1,17000,11459,14013,333,,,,,
2026-05-23 15:46:00,HD0029271,KH00055,CH02,SP053,Văn phòng phẩm,4,20000,13022,65943,318,,,,,
2026-05-23 14:17:00,HD0029272,KH00409,CH01,SP032,Hóa mỹ phẩm,1,72500,50003,75641,452,,,,,
2026-05-23 14:17:00,HD0029272,KH00409,CH01,SP016,Bánh kẹo,1,38000,28191,39646,493,,,,,
2026-05-24 16:39:00,HD0029273,KH01546,CH01,SP009,Đồ uống,2,29000,23916,54273,415,,,,,
2026-05-24 12:37:00,HD0029274,KH02257,CH02,SP001,Đồ uống,1,28500,22599,41778,119,,,,,
2026-05-24 20:49:00,HD0029275,KH00053,CH01,SP052,Văn phòng phẩm,3,35000,25680,113721,295,,,,,
2026-05-24 13:17:00,HD0029276,KH00286,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,39309,538,,,,,
2026-05-24 13:53:00,HD0029277,KH02179,CH01,SP039,Đồ gia dụng,1,68500,43064,69648,189,,,,,
2026-05-24 19:08:00,HD0029278,KH01227,CH01,SP006,Đồ uống,1,14000,10891,12918,217,,,,,
2026-05-24 19:08:00,HD0029278,KH01227,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,133794,138,,,,,
2026-05-24 18:50:00,HD0029279,KH00739,CH01,SP039,Đồ gia dụng,1,68500,43064,53152,188,,,,,
2026-05-24 18:50:00,HD0029279,KH00739,CH01,SP043,Đồ gia dụng,1,102500,79037,79534,483,,,,,
2026-05-24 19:46:00,HD0029280,KH00669,CH02,SP021,Thực phẩm khô,1,65000,49625,65767,393,,,,,
2026-05-24 11:50:00,HD0029281,KH01425,CH01,SP039,Đồ gia dụng,2,68500,43064,134862,186,,,,,
2026-05-24 17:38:00,HD0029282,KH00504,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,69717,435,,,,,
2026-05-24 17:38:00,HD0029282,KH00504,CH01,SP061,Mẹ & bé,1,198000,126558,237999,380,,,,,
2026-05-24 17:38:00,HD0029282,KH00504,CH01,SP057,Mẹ & bé,5,83000,52164,498837,297,,,,,
2026-05-24 19:31:00,HD0029283,KH00130,CH02,SP044,Đồ gia dụng,1,159000,121775,125642,318,,,,,
2026-05-24 17:58:00,HD0029284,KH00460,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,46145,537,,,,,
2026-05-24 15:11:00,HD0029285,KH00785,CH01,SP038,Đồ gia dụng,1,74500,55041,84676,237,,,,,
2026-05-24 20:52:00,HD0029286,KH02216,CH01,SP019,Bánh kẹo,2,34500,23560,57372,472,,,,,
2026-05-24 20:52:00,HD0029286,KH02216,CH01,SP022,Thực phẩm khô,1,72000,53556,59867,286,,,,,
2026-05-24 08:24:00,HD0029287,KH01589,CH02,SP014,Bánh kẹo,2,33000,24236,55918,195,,,,,
2026-05-24 10:05:00,HD0029288,KH01378,CH01,SP032,Hóa mỹ phẩm,1,72500,50003,79922,451,,,,,
2026-05-24 10:05:00,HD0029288,KH01378,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,159844,137,,,,,
2026-05-24 12:11:00,HD0029289,KHACH_LE,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,145000,136,,,,,
2026-05-24 12:11:00,HD0029289,KHACH_LE,CH01,SP001,Đồ uống,1,28500,22599,28500,118,,,,,
2026-05-24 12:11:00,HD0029289,KHACH_LE,CH01,SP018,Bánh kẹo,1,10000,6820,10000,354,,,,,
2026-05-24 12:11:00,HD0029289,KHACH_LE,CH01,SP022,Thực phẩm khô,4,72000,53556,288000,282,,,,,
2026-05-24 10:43:00,HD0029290,KH02255,CH01,SP007,Đồ uống,2,30000,23037,58061,387,,,,,
2026-05-24 09:28:00,HD0029291,KH01429,CH01,SP010,Đồ uống,3,9000,7469,20017,408,,,,,
2026-05-24 09:24:00,HD0029292,KH01550,CH01,SP019,Bánh kẹo,2,34500,23560,72052,470,,,,,
2026-05-24 09:24:00,HD0029292,KH01550,CH01,SP049,Văn phòng phẩm,3,31000,22009,97114,244,,,,,
2026-05-24 10:29:00,HD0029293,KH00986,CH01,SP052,Văn phòng phẩm,3,35000,25680,155166,292,,,,,
2026-05-24 10:29:00,HD0029293,KH00986,CH01,SP053,Văn phòng phẩm,2,20000,13022,59111,316,,,,,
2026-05-24 19:50:00,HD0029294,KH02063,CH01,SP063,Chăm sóc cá nhân,1,76500,53635,72487,355,,,,,
2026-05-24 19:50:00,HD0029294,KH02063,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,42166,536,,,,,
2026-05-24 08:23:00,HD0029295,KH01856,CH01,SP044,Đồ gia dụng,1,159000,121775,158852,317,,,,,
2026-05-24 13:50:00,HD0029296,KH00750,CH01,SP053,Văn phòng phẩm,1,20000,13022,16786,315,,,,,
2026-05-24 13:50:00,HD0029296,KH00750,CH01,SP040,Đồ gia dụng,1,188000,134153,157787,196,,,,,
2026-05-24 13:50:00,HD0029296,KH00750,CH01,SP002,Đồ uống,2,26500,22201,44483,250,,,,,
2026-05-24 09:35:00,HD0029297,KHACH_LE,CH01,SP042,Đồ gia dụng,2,121000,95793,242000,248,,,,,
2026-05-24 13:02:00,HD0029298,KH00607,CH01,SP009,Đồ uống,1,29000,23916,37268,414,,,,,
2026-05-24 17:26:00,HD0029299,KH02349,CH02,SP036,Hóa mỹ phẩm,1,114500,75585,137001,350,,,,,
2026-05-24 17:34:00,HD0029300,KH00204,CH01,SP002,Đồ uống,1,26500,22201,34554,249,,,,,
2026-05-24 17:34:00,HD0029300,KH00204,CH01,SP006,Đồ uống,1,14000,10891,18255,216,,,,,
2026-05-24 18:38:00,HD0029301,KH02449,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,34527,230,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-24 18:38:00,HD0029301,KH02449,CH01,SP063,Chăm sóc cá nhân,1,76500,53635,91080,354,,,,,
2026-05-24 11:36:00,HD0029302,KHACH_LE,CH01,SP030,Hóa mỹ phẩm,1,82500,59214,82500,414,,,,,
2026-05-24 18:29:00,HD0029303,KH01629,CH01,SP007,Đồ uống,1,30000,23037,27235,386,,,,,
2026-05-24 14:10:00,HD0029304,KH00666,CH02,SP034,Hóa mỹ phẩm,2,145000,82401,300761,134,,,,,
2026-05-24 14:10:00,HD0029304,KH00666,CH02,SP045,Đồ gia dụng,2,157500,115074,326688,325,,,,,
2026-05-24 14:10:00,HD0029304,KH00666,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,46151,535,,,,,
2026-05-24 16:11:00,HD0029305,KH01048,CH01,SP002,Đồ uống,1,26500,22201,32389,248,,,,,
2026-05-24 16:11:00,HD0029305,KH01048,CH01,SP053,Văn phòng phẩm,1,20000,13022,24445,314,,,,,
2026-05-24 16:11:00,HD0029305,KH01048,CH01,SP020,Thực phẩm khô,1,57500,46185,35139,239,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-24 16:11:00,HD0029305,KH01048,CH01,SP059,Mẹ & bé,1,52500,41576,64167,369,,,,,
2026-05-24 15:47:00,HD0029306,KH00292,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,75184,146,,,,,
2026-05-24 15:47:00,HD0029306,KH00292,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,65085,434,,,,,
2026-05-24 13:38:00,HD0029307,KH01244,CH01,SP029,Hóa mỹ phẩm,1,27500,20130,29578,352,,,,,
2026-05-24 13:19:00,HD0029308,KH00854,CH01,SP017,Bánh kẹo,2,33500,26098,58362,485,,,,,
2026-05-24 13:19:00,HD0029308,KH00854,CH01,SP052,Văn phòng phẩm,2,35000,25680,60975,290,,,,,
2026-05-24 13:19:00,HD0029308,KH00854,CH01,SP058,Mẹ & bé,2,123000,92733,214285,322,,,,,
2026-05-24 10:00:00,HD0029309,KH01805,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,170321,133,,,,,
2026-05-24 19:15:00,HD0029310,KH00575,CH01,SP052,Văn phòng phẩm,5,35000,25680,209211,285,,,,,
2026-05-24 15:27:00,HD0029311,KH02420,CH02,SP035,Hóa mỹ phẩm,1,58000,32258,26698,229,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-24 15:27:00,HD0029311,KH02420,CH02,SP030,Hóa mỹ phẩm,1,82500,59214,75951,413,,,,,
2026-05-24 17:13:00,HD0029312,KH02102,CH01,SP030,Hóa mỹ phẩm,3,82500,59214,334096,410,,,,,
2026-05-24 17:13:00,HD0029312,KH02102,CH01,SP047,Văn phòng phẩm,2,48000,35404,129589,302,,,,,
2026-05-24 17:35:00,HD0029313,KH02104,CH01,SP029,Hóa mỹ phẩm,4,27500,20130,107984,348,,,,,
2026-05-24 12:45:00,HD0029314,KH00928,CH01,SP001,Đồ uống,1,28500,22599,24803,117,,,,,
2026-05-24 12:45:00,HD0029314,KH00928,CH01,SP039,Đồ gia dụng,3,68500,43064,178842,183,,,,,
2026-05-24 12:45:00,HD0029314,KH00928,CH01,SP056,Mẹ & bé,2,94000,61160,163612,261,,,,,
2026-05-24 17:10:00,HD0029315,KH01324,CH01,SP001,Đồ uống,1,28500,22599,23163,116,,,,,
2026-05-24 20:32:00,HD0029316,KH01082,CH02,SP002,Đồ uống,1,26500,22201,32510,247,,,,,
2026-05-24 15:43:00,HD0029317,KHACH_LE,CH01,SP044,Đồ gia dụng,1,159000,121775,159000,316,,,,,
2026-05-24 11:02:00,HD0029318,KH01282,CH02,SP044,Đồ gia dụng,1,159000,121775,158419,315,,,,,
2026-05-24 11:10:00,HD0029319,KH00190,CH01,SP035,Hóa mỹ phẩm,2,58000,32258,69313,227,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-24 10:22:00,HD0029320,KH01696,CH01,SP001,Đồ uống,1,28500,22599,30234,115,,,,,
2026-05-24 10:22:00,HD0029320,KH01696,CH01,SP027,Thực phẩm khô,2,56500,41015,119877,243,,,,,
2026-05-24 18:17:00,HD0029321,KH01564,CH01,SP004,Đồ uống,3,20000,16036,55047,488,,,,,
2026-05-24 18:17:00,HD0029321,KH01564,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,40827,534,,,,,
2026-05-24 18:17:00,HD0029321,KH01564,CH01,SP062,Chăm sóc cá nhân,2,67000,37895,122938,144,,,,,
2026-05-24 15:42:00,HD0029322,KHACH_LE,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,67000,143,,,,,
2026-05-24 15:42:00,HD0029322,KHACH_LE,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,58000,433,,,,,
2026-05-24 15:27:00,HD0029323,KH01415,CH01,SP037,Hóa mỹ phẩm,2,37000,21071,70765,323,,,,,
2026-05-24 15:27:00,HD0029323,KH01415,CH01,SP051,Văn phòng phẩm,1,50000,30779,23907,411,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-24 15:27:00,HD0029323,KH01415,CH01,SP002,Đồ uống,1,26500,22201,25342,246,,,,,
2026-05-24 11:12:00,HD0029324,KH02324,CH01,SP040,Đồ gia dụng,1,188000,134153,160611,195,,,,,
2026-05-24 17:10:00,HD0029325,KH00576,CH01,SP011,Bánh kẹo,1,36000,23575,53286,510,,,,,
2026-05-24 08:36:00,HD0029326,KH01383,CH01,SP030,Hóa mỹ phẩm,1,82500,59214,100000,409,,,,,
2026-05-24 08:36:00,HD0029326,KH01383,CH01,SP044,Đồ gia dụng,2,159000,121775,385455,313,,,,,
2026-05-24 08:36:00,HD0029326,KH01383,CH01,SP001,Đồ uống,1,28500,22599,34545,114,,,,,
2026-05-24 19:53:00,HD0029327,KH00622,CH01,SP027,Thực phẩm khô,1,56500,41015,73006,242,,,,,
2026-05-24 19:53:00,HD0029327,KH00622,CH01,SP060,Mẹ & bé,1,218000,139411,281686,442,,,,,
2026-05-24 19:01:00,HD0029328,KH00964,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,78465,142,,,,,
2026-05-24 16:48:00,HD0029329,KH02263,CH01,SP037,Hóa mỹ phẩm,1,37000,21071,41079,322,,,,,
2026-05-24 16:15:00,HD0029330,KHACH_LE,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,29000,226,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-24 16:15:00,HD0029330,KHACH_LE,CH01,SP004,Đồ uống,2,20000,16036,40000,486,,,,,
2026-05-24 16:15:00,HD0029330,KHACH_LE,CH01,SP008,Đồ uống,1,17500,12667,17500,516,,,,,
2026-05-24 09:49:00,HD0029331,KH00425,CH02,SP006,Đồ uống,3,14000,10891,42181,213,,,,,
2026-05-24 09:49:00,HD0029331,KH00425,CH02,SP021,Thực phẩm khô,1,65000,49625,65280,392,,,,,
2026-05-24 09:49:00,HD0029331,KH00425,CH02,SP053,Văn phòng phẩm,1,20000,13022,20086,313,,,,,
2026-05-24 09:49:00,HD0029331,KH00425,CH02,SP045,Đồ gia dụng,1,157500,115074,158178,324,,,,,
2026-05-24 18:57:00,HD0029332,KH00724,CH02,SP039,Đồ gia dụng,2,68500,43064,153135,181,,,,,
2026-05-24 18:57:00,HD0029332,KH00724,CH02,SP043,Đồ gia dụng,1,102500,79037,114572,482,,,,,
2026-05-24 18:57:00,HD0029332,KH00724,CH02,SP012,Bánh kẹo,1,22500,16415,25150,354,,,,,
2026-05-24 12:51:00,HD0029333,KHACH_LE,CH02,SP027,Thực phẩm khô,1,56500,41015,56500,241,,,,,
2026-05-24 12:51:00,HD0029333,KHACH_LE,CH02,SP026,Thực phẩm khô,1,36000,28252,36000,236,,,,,
2026-05-24 09:26:00,HD0029334,KH01094,CH01,SP001,Đồ uống,1,28500,22599,22728,113,,,,,
2026-05-24 09:26:00,HD0029334,KH01094,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,35488,533,,,,,
2026-05-24 08:21:00,HD0029335,KH01817,CH02,SP053,Văn phòng phẩm,1,20000,13022,15305,312,,,,,
2026-05-24 17:15:00,HD0029336,KHACH_LE,CH01,SP050,Văn phòng phẩm,1,33500,22919,33500,242,,,,,
2026-05-24 08:37:00,HD0029337,KH02483,CH01,SP022,Thực phẩm khô,2,72000,53556,129645,280,,,,,
2026-05-24 08:37:00,HD0029337,KH02483,CH01,SP058,Mẹ & bé,1,123000,92733,110738,321,,,,,
2026-05-24 18:50:00,HD0029338,KH01565,CH01,SP034,Hóa mỹ phẩm,2,145000,82401,301710,131,,,,,
2026-05-24 18:50:00,HD0029338,KH01565,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,69705,141,,,,,
2026-05-24 18:50:00,HD0029338,KH01565,CH01,SP015,Bánh kẹo,2,34500,25984,71786,424,,,,,
2026-05-24 18:50:00,HD0029338,KH01565,CH01,SP061,Mẹ & bé,1,198000,126558,205995,379,,,,,
2026-05-24 16:59:00,HD0029339,KH00319,CH01,SP010,Đồ uống,1,9000,7469,10551,407,,,,,
2026-05-24 16:59:00,HD0029339,KH00319,CH01,SP031,Hóa mỹ phẩm,1,44000,26872,51584,242,,,,,
2026-05-24 08:08:00,HD0029340,KH02127,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,40786,225,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-24 08:08:00,HD0029340,KH02127,CH01,SP056,Mẹ & bé,1,94000,61160,132202,260,,,,,
2026-05-24 10:17:00,HD0029341,KH02362,CH02,SP057,Mẹ & bé,1,83000,52164,93793,296,,,,,
2026-05-24 10:17:00,HD0029341,KH02362,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,75712,140,,,,,
2026-05-24 09:18:00,HD0029342,KH00399,CH02,SP068,Chăm sóc cá nhân,1,175000,108474,135927,347,,,,,
2026-05-24 09:18:00,HD0029342,KH00399,CH02,SP024,Thực phẩm khô,1,47500,37727,36894,387,,,,,
2026-05-24 11:38:00,HD0029343,KH02338,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,49583,532,,,,,
2026-05-24 16:16:00,HD0029344,KH02363,CH01,SP058,Mẹ & bé,1,123000,92733,106295,320,,,,,
2026-05-24 16:16:00,HD0029344,KH02363,CH01,SP015,Bánh kẹo,1,34500,25984,29814,423,,,,,
2026-05-24 16:16:00,HD0029344,KH02363,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,57900,139,,,,,
2026-05-24 16:16:00,HD0029344,KH02363,CH01,SP001,Đồ uống,4,28500,22599,98517,109,,,,,
2026-05-24 20:33:00,HD0029345,KH01733,CH01,SP048,Văn phòng phẩm,1,31500,19194,46858,175,,,,,
2026-05-24 20:33:00,HD0029345,KH01733,CH01,SP001,Đồ uống,3,28500,22599,127186,106,,,,,
2026-05-24 20:10:00,HD0029346,KHACH_LE,CH02,SP008,Đồ uống,2,17500,12667,35000,514,,,,,
2026-05-24 20:10:00,HD0029346,KHACH_LE,CH02,SP066,Chăm sóc cá nhân,2,44500,26705,89000,530,,,,,
2026-05-24 20:10:00,HD0029346,KHACH_LE,CH02,SP007,Đồ uống,1,30000,23037,30000,385,,,,,
2026-05-24 12:08:00,HD0029347,KH00279,CH01,SP066,Chăm sóc cá nhân,2,44500,26705,80722,528,,,,,
2026-05-24 12:08:00,HD0029347,KH00279,CH01,SP058,Mẹ & bé,3,123000,92733,334677,317,,,,,
2026-05-24 12:00:00,HD0029348,KH00273,CH01,SP060,Mẹ & bé,1,218000,139411,188085,441,,,,,
2026-05-24 12:00:00,HD0029348,KH00273,CH01,SP022,Thực phẩm khô,1,72000,53556,62120,279,,,,,
2026-05-24 10:12:00,HD0029349,KH01294,CH01,SP060,Mẹ & bé,1,218000,139411,181762,440,,,,,
2026-05-25 10:14:00,HD0029350,KH01909,CH01,SP033,Hóa mỹ phẩm,1,70000,51273,69358,420,,,,,
2026-05-25 10:14:00,HD0029350,KH01909,CH01,SP034,Hóa mỹ phẩm,2,145000,82401,287340,129,,,,,
2026-05-25 08:12:00,HD0029351,KH01409,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,79829,138,,,,,
2026-05-25 08:12:00,HD0029351,KH01409,CH02,SP018,Bánh kẹo,2,10000,6820,23830,352,,,,,
2026-05-25 08:12:00,HD0029351,KH01409,CH02,SP044,Đồ gia dụng,3,159000,121775,568338,310,,,,,
2026-05-25 14:35:00,HD0029352,KH00602,CH02,SP045,Đồ gia dụng,1,157500,115074,214906,323,,,,,
2026-05-25 14:35:00,HD0029352,KH00602,CH02,SP052,Văn phòng phẩm,2,35000,25680,95514,283,,,,,
2026-05-25 14:35:00,HD0029352,KH00602,CH02,SP058,Mẹ & bé,1,123000,92733,167831,316,,,,,
2026-05-25 14:45:00,HD0029353,KH02460,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,38608,527,,,,,
2026-05-25 14:45:00,HD0029353,KH02460,CH01,SP052,Văn phòng phẩm,2,35000,25680,60732,281,,,,,
2026-05-25 14:45:00,HD0029353,KH02460,CH01,SP001,Đồ uống,3,28500,22599,74180,103,,,,,
2026-05-25 16:33:00,HD0029354,KH00444,CH01,SP066,Chăm sóc cá nhân,2,44500,26705,102793,525,,,,,
2026-05-25 16:33:00,HD0029354,KH00444,CH01,SP046,Văn phòng phẩm,1,6000,3637,6930,418,,,,,
2026-05-25 16:33:00,HD0029354,KH00444,CH01,SP015,Bánh kẹo,1,34500,25984,39847,422,,,,,
2026-05-25 13:03:00,HD0029355,KH02223,CH01,SP029,Hóa mỹ phẩm,1,27500,20130,28677,347,,,,,
2026-05-25 13:03:00,HD0029355,KH02223,CH01,SP006,Đồ uống,2,14000,10891,29198,211,,,,,
2026-05-25 08:07:00,HD0029356,KH02167,CH01,SP018,Bánh kẹo,1,10000,6820,8446,351,,,,,
2026-05-25 12:23:00,HD0029357,KH02057,CH01,SP018,Bánh kẹo,1,10000,6820,14303,350,,,,,
2026-05-25 12:23:00,HD0029357,KH02057,CH01,SP048,Văn phòng phẩm,1,31500,19194,45053,174,,,,,
2026-05-25 19:45:00,HD0029358,KH01721,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,63086,524,,,,,
2026-05-25 18:43:00,HD0029359,KH01710,CH01,SP043,Đồ gia dụng,1,102500,79037,134829,481,,,,,
2026-05-25 16:04:00,HD0029360,KH00255,CH01,SP052,Văn phòng phẩm,3,35000,25680,102656,278,,,,,
2026-05-25 12:52:00,HD0029361,KH01714,CH02,SP063,Chăm sóc cá nhân,1,76500,53635,65212,353,,,,,
2026-05-25 12:52:00,HD0029361,KH01714,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,37934,523,,,,,
2026-05-25 09:33:00,HD0029362,KH00013,CH01,SP020,Thực phẩm khô,3,57500,46185,76816,236,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-25 16:33:00,HD0029363,KH00095,CH02,SP044,Đồ gia dụng,1,159000,121775,162174,309,,,,,
2026-05-25 16:33:00,HD0029363,KH00095,CH02,SP016,Bánh kẹo,5,38000,28191,193793,488,,,,,
2026-05-25 09:13:00,HD0029364,KHACH_LE,CH01,SP021,Thực phẩm khô,1,65000,49625,65000,391,,,,,
2026-05-25 11:59:00,HD0029365,KH01955,CH01,SP002,Đồ uống,1,26500,22201,33231,245,,,,,
2026-05-25 09:01:00,HD0029366,KH01313,CH01,SP021,Thực phẩm khô,1,65000,49625,67095,390,,,,,
2026-05-25 09:46:00,HD0029367,KH02022,CH02,SP030,Hóa mỹ phẩm,1,82500,59214,67724,408,,,,,
2026-05-25 14:42:00,HD0029368,KH01223,CH01,SP015,Bánh kẹo,2,34500,25984,87649,420,,,,,
2026-05-25 14:42:00,HD0029368,KH01223,CH01,SP005,Đồ uống,1,25000,18576,31757,336,,,,,
2026-05-25 17:58:00,HD0029369,KH01065,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,34590,522,,,,,
2026-05-25 17:58:00,HD0029369,KH01065,CH01,SP035,Hóa mỹ phẩm,4,58000,32258,90166,221,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-25 17:00:00,HD0029370,KH01253,CH02,SP005,Đồ uống,1,25000,18576,30499,335,,,,,
2026-05-25 19:01:00,HD0029371,KH01001,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,89663,137,,,,,
2026-05-25 19:01:00,HD0029371,KH01001,CH02,SP064,Chăm sóc cá nhân,3,58000,30893,232856,430,,,,,
2026-05-25 18:49:00,HD0029372,KH01185,CH02,SP024,Thực phẩm khô,1,47500,37727,36858,386,,,,,
2026-05-25 18:49:00,HD0029372,KH01185,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,51990,136,,,,,
2026-05-25 18:49:00,HD0029372,KH01185,CH02,SP044,Đồ gia dụng,1,159000,121775,123378,308,,,,,
2026-05-25 13:07:00,HD0029373,KHACH_LE,CH01,SP063,Chăm sóc cá nhân,1,76500,53635,76500,352,,,,,
2026-05-25 17:34:00,HD0029374,KH02155,CH01,SP051,Văn phòng phẩm,1,50000,30779,23712,410,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-25 12:25:00,HD0029375,KH01011,CH01,SP027,Thực phẩm khô,1,56500,41015,82448,240,,,,,
2026-05-25 12:25:00,HD0029375,KH01011,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,211591,128,,,,,
2026-05-25 12:25:00,HD0029375,KH01011,CH01,SP055,Mẹ & bé,1,66000,52356,96311,525,,,,,
2026-05-25 20:24:00,HD0029376,KH01421,CH01,SP045,Đồ gia dụng,2,157500,115074,297031,321,,,,,
2026-05-25 20:24:00,HD0029376,KH01421,CH01,SP024,Thực phẩm khô,1,47500,37727,44790,385,,,,,
2026-05-25 20:24:00,HD0029376,KH01421,CH01,SP060,Mẹ & bé,1,218000,139411,205564,439,,,,,
2026-05-25 14:56:00,HD0029377,KHACH_LE,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,67000,135,,,,,
2026-05-25 14:56:00,HD0029377,KHACH_LE,CH02,SP029,Hóa mỹ phẩm,1,27500,20130,27500,346,,,,,
2026-05-25 17:22:00,HD0029378,KH01989,CH01,SP001,Đồ uống,1,28500,22599,28671,102,,,,,
2026-05-25 17:22:00,HD0029378,KH01989,CH01,SP024,Thực phẩm khô,2,47500,37727,95571,383,,,,,
2026-05-25 14:55:00,HD0029379,KH01503,CH01,SP029,Hóa mỹ phẩm,4,27500,20130,108296,342,,,,,
2026-05-25 14:55:00,HD0029379,KH01503,CH01,SP045,Đồ gia dụng,3,157500,115074,465180,318,,,,,
2026-05-25 08:16:00,HD0029380,KH00756,CH01,SP001,Đồ uống,3,28500,22599,80627,99,,,,,
2026-05-25 08:16:00,HD0029380,KH00756,CH01,SP051,Văn phòng phẩm,1,50000,30779,23575,409,KM004,bogo,0.5,2026-05-22,2026-05-28
2026-05-25 12:23:00,HD0029381,KH01519,CH01,SP039,Đồ gia dụng,1,68500,43064,85458,180,,,,,
2026-05-25 16:01:00,HD0029382,KH00068,CH02,SP059,Mẹ & bé,1,52500,41576,60530,368,,,,,
2026-05-25 20:08:00,HD0029383,KH00376,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,59607,521,,,,,
2026-05-25 18:06:00,HD0029384,KH01272,CH02,SP015,Bánh kẹo,1,34500,25984,44953,419,,,,,
2026-05-25 18:15:00,HD0029385,KH00401,CH02,SP034,Hóa mỹ phẩm,2,145000,82401,384179,126,,,,,
2026-05-25 20:49:00,HD0029386,KH00811,CH01,SP053,Văn phòng phẩm,1,20000,13022,19295,311,,,,,
2026-05-25 18:49:00,HD0029387,KH00830,CH02,SP013,Bánh kẹo,1,14500,10565,13833,479,,,,,
2026-05-25 18:49:00,HD0029387,KH00830,CH02,SP045,Đồ gia dụng,1,157500,115074,150255,317,,,,,
2026-05-25 12:28:00,HD0029388,KH00509,CH01,SP024,Thực phẩm khô,1,47500,37727,56132,382,,,,,
2026-05-25 12:28:00,HD0029388,KH00509,CH01,SP055,Mẹ & bé,1,66000,52356,77995,524,,,,,
2026-05-25 12:28:00,HD0029388,KH00509,CH01,SP045,Đồ gia dụng,1,157500,115074,186123,316,,,,,
2026-05-25 12:28:00,HD0029388,KH00509,CH01,SP052,Văn phòng phẩm,1,35000,25680,41361,277,,,,,
2026-05-25 12:24:00,HD0029389,KH02120,CH01,SP021,Thực phẩm khô,2,65000,49625,116515,388,,,,,
2026-05-25 12:24:00,HD0029389,KH02120,CH01,SP059,Mẹ & bé,1,52500,41576,47054,367,,,,,
2026-05-25 12:24:00,HD0029389,KH02120,CH01,SP055,Mẹ & bé,1,66000,52356,59154,523,,,,,
2026-05-25 12:24:00,HD0029389,KH02120,CH01,SP033,Hóa mỹ phẩm,3,70000,51273,188216,417,,,,,
2026-05-25 13:42:00,HD0029390,KH02190,CH01,SP004,Đồ uống,3,20000,16036,55034,483,,,,,
